Diagnosis_date,Type,cases,Temperature_l,Temperature_h
2015/1/1,HFMD,52,8,10.00
2015/1/2,HFMD,22,8,10
2015/1/3,HFMD,52,8,11
2015/1/4,HFMD,28,7,10
2015/1/5,HFMD,32,6,9
2015/1/6,HFMD,36,6,9
2015/1/7,HFMD,32,8,11
2015/1/8,HFMD,27,7,10
2015/1/9,HFMD,30,7,11
2015/1/10,HFMD,31,8,12
2015/1/11,HFMD,48,8,13
2015/1/12,HFMD,34,5,13
2015/1/13,HFMD,38,6,14
2015/1/14,HFMD,38,9,13
2015/1/15,HFMD,33,9,12
2015/1/16,HFMD,31,9,13
2015/1/17,HFMD,22,10,12
2015/1/18,HFMD,26,8,14
2015/1/19,HFMD,26,8,13
2015/1/20,HFMD,31,7,14
2015/1/21,HFMD,47,7,16
2015/1/22,HFMD,30,8,17
2015/1/23,HFMD,28,11,15
2015/1/24,HFMD,19,11,13
2015/1/25,HFMD,23,12,14
2015/1/26,HFMD,26,11,15
2015/1/27,HFMD,21,9,13
2015/1/28,HFMD,30,7,11
2015/1/29,HFMD,18,6,8
2015/1/30,HFMD,22,6,8
2015/1/31,HFMD,30,5,7
2015/2/1,HFMD,18,7,9
2015/2/2,HFMD,27,7,12
2015/2/3,HFMD,20,7,11
2015/2/4,HFMD,18,8,11
2015/2/5,HFMD,14,6,12
2015/2/6,HFMD,19,8,13
2015/2/7,HFMD,15,8,13
2015/2/8,HFMD,12,7,11
2015/2/9,HFMD,8,8,10
2015/2/10,HFMD,9,7,12
2015/2/11,HFMD,13,6,15
2015/2/12,HFMD,13,9,18
2015/2/13,HFMD,11,10,15
2015/2/14,HFMD,10,12,14
2015/2/15,HFMD,9,11,17
2015/2/16,HFMD,8,11,17
2015/2/17,HFMD,10,12,20
2015/2/18,HFMD,4,14,17
2015/2/19,HFMD,6,14,18
2015/2/20,HFMD,6,12,19
2015/2/21,HFMD,3,13,18
2015/2/22,HFMD,8,10,17
2015/2/23,HFMD,8,10,16
2015/2/24,HFMD,16,11,16
2015/2/25,HFMD,13,12,16
2015/2/26,HFMD,14,12,16
2015/2/27,HFMD,10,8,14
2015/2/28,HFMD,11,8,12
2015/3/1,HFMD,6,8,12
2015/3/2,HFMD,13,9,13
2015/3/3,HFMD,14,8,13
2015/3/4,HFMD,9,8,12
2015/3/5,HFMD,8,9,13
2015/3/6,HFMD,11,9,13
2015/3/7,HFMD,10,10,16
2015/3/8,HFMD,14,9,18
2015/3/9,HFMD,15,12,18
2015/3/10,HFMD,12,11,16
2015/3/11,HFMD,19,10,17
2015/3/12,HFMD,10,14,22
2015/3/13,HFMD,15,14,20
2015/3/14,HFMD,19,14,18
2015/3/15,HFMD,23,13,21
2015/3/16,HFMD,22,17,22
2015/3/17,HFMD,10,17,22
2015/3/18,HFMD,26,16,22
2015/3/19,HFMD,11,16,20
2015/3/20,HFMD,16,13,19
2015/3/21,HFMD,12,15,21
2015/3/22,HFMD,13,17,21
2015/3/23,HFMD,24,17,23
2015/3/24,HFMD,26,16,21
2015/3/25,HFMD,28,14,25
2015/3/26,HFMD,33,18,23
2015/3/27,HFMD,28,16,23
2015/3/28,HFMD,27,17,25
2015/3/29,HFMD,25,16,26
2015/3/30,HFMD,41,20,28
2015/3/31,HFMD,34,21,30
2015/4/1,HFMD,33,24,30
2015/4/2,HFMD,25,19,30
2015/4/3,HFMD,47,21,30
2015/4/4,HFMD,37,22,30
2015/4/5,HFMD,47,15,26
2015/4/6,HFMD,39,14,20
2015/4/7,HFMD,39,12,15
2015/4/8,HFMD,43,13,16
2015/4/9,HFMD,46,12,18
2015/4/10,HFMD,52,14,18
2015/4/11,HFMD,41,14,18
2015/4/12,HFMD,40,14,25
2015/4/13,HFMD,51,13,25
2015/4/14,HFMD,47,14,25
2015/4/15,HFMD,49,16,24
2015/4/16,HFMD,54,18,30
2015/4/17,HFMD,53,21,30
2015/4/18,HFMD,58,18,27
2015/4/19,HFMD,48,15,23
2015/4/20,HFMD,63,17,26
2015/4/21,HFMD,46,17,24
2015/4/22,HFMD,45,17,22
2015/4/23,HFMD,40,16,19
2015/4/24,HFMD,64,16,21
2015/4/25,HFMD,49,16,26
2015/4/26,HFMD,61,18,27
2015/4/27,HFMD,63,20,27
2015/4/28,HFMD,70,21,32
2015/4/29,HFMD,50,22,34
2015/4/30,HFMD,61,20,27
2015/5/1,HFMD,41,18,28
2015/5/2,HFMD,57,19,29
2015/5/3,HFMD,47,18,22
2015/5/4,HFMD,85,18,22
2015/5/5,HFMD,57,18,23
2015/5/6,HFMD,70,19,28
2015/5/7,HFMD,56,20,29
2015/5/8,HFMD,56,19,27
2015/5/9,HFMD,53,19,33
2015/5/10,HFMD,64,18,30
2015/5/11,HFMD,78,17,27
2015/5/12,HFMD,79,20,28
2015/5/13,HFMD,84,21,29
2015/5/14,HFMD,63,21,30
2015/5/15,HFMD,64,20,26
2015/5/16,HFMD,49,21,26
2015/5/17,HFMD,63,20,23
2015/5/18,HFMD,74,21,31
2015/5/19,HFMD,82,22,34
2015/5/20,HFMD,64,22,31
2015/5/21,HFMD,68,20,30
2015/5/22,HFMD,59,18,21
2015/5/23,HFMD,62,18,24
2015/5/24,HFMD,91,21,27
2015/5/25,HFMD,100,20,25
2015/5/26,HFMD,105,20,25
2015/5/27,HFMD,91,22,27
2015/5/28,HFMD,94,19,26
2015/5/29,HFMD,72,20,24
2015/5/30,HFMD,89,21,31
2015/5/31,HFMD,86,23,31
2015/6/1,HFMD,100,23,27
2015/6/2,HFMD,113,23,27
2015/6/3,HFMD,106,23,26
2015/6/4,HFMD,102,20,25
2015/6/5,HFMD,102,21,29
2015/6/6,HFMD,98,21,26
2015/6/7,HFMD,103,20,23
2015/6/8,HFMD,140,21,26
2015/6/9,HFMD,123,23,29
2015/6/10,HFMD,114,24,32
2015/6/11,HFMD,131,25,33
2015/6/12,HFMD,110,21,30
2015/6/13,HFMD,104,19,23
2015/6/14,HFMD,123,23,26
2015/6/15,HFMD,122,22,27
2015/6/16,HFMD,120,23,25
2015/6/17,HFMD,118,21,24
2015/6/18,HFMD,101,22,28
2015/6/19,HFMD,104,24,31
2015/6/20,HFMD,111,23,28
2015/6/21,HFMD,94,23,29
2015/6/22,HFMD,120,26,31
2015/6/23,HFMD,133,25,33
2015/6/24,HFMD,125,25,29
2015/6/25,HFMD,121,26,31
2015/6/26,HFMD,90,29,36
2015/6/27,HFMD,77,29,37
2015/6/28,HFMD,89,29,38
2015/6/29,HFMD,106,26,38
2015/6/30,HFMD,110,24,26
2015/7/1,HFMD,110,24,29
2015/7/2,HFMD,78,23,30
2015/7/3,HFMD,112,21,25
2015/7/4,HFMD,82,20,23
2015/7/5,HFMD,83,20,26
2015/7/6,HFMD,107,22,31
2015/7/7,HFMD,99,23,34
2015/7/8,HFMD,86,24,35
2015/7/9,HFMD,61,24,34
2015/7/10,HFMD,59,24,35
2015/7/11,HFMD,49,25,36
2015/7/12,HFMD,53,25,38
2015/7/13,HFMD,51,26,35
2015/7/14,HFMD,40,23,30
2015/7/15,HFMD,40,23,28
2015/7/16,HFMD,49,24,34
2015/7/17,HFMD,40,25,34
2015/7/18,HFMD,49,26,37
2015/7/19,HFMD,33,27,36
2015/7/20,HFMD,26,27,36
2015/7/21,HFMD,50,26,36
2015/7/22,HFMD,32,23,28
2015/7/23,HFMD,29,25,33
2015/7/24,HFMD,27,25,35
2015/7/25,HFMD,36,26,37
2015/7/26,HFMD,33,26,37
2015/7/27,HFMD,26,26,37
2015/7/28,HFMD,28,26,36
2015/7/29,HFMD,24,27,36
2015/7/30,HFMD,25,27,36
2015/7/31,HFMD,20,28,37
2015/8/1,HFMD,25,27,37
2015/8/2,HFMD,16,29,38
2015/8/3,HFMD,18,27,38
2015/8/4,HFMD,14,26,35
2015/8/5,HFMD,16,24,31
2015/8/6,HFMD,17,24,34
2015/8/7,HFMD,17,25,34
2015/8/8,HFMD,19,23,32
2015/8/9,HFMD,12,24,29
2015/8/10,HFMD,9,24,30
2015/8/11,HFMD,11,25,31
2015/8/12,HFMD,7,25,32
2015/8/13,HFMD,11,26,33
2015/8/14,HFMD,18,26,35
2015/8/15,HFMD,15,26,34
2015/8/16,HFMD,20,25,32
2015/8/17,HFMD,11,22,27
2015/8/18,HFMD,16,22,25
2015/8/19,HFMD,12,21,25
2015/8/20,HFMD,11,22,28
2015/8/21,HFMD,8,24,32
2015/8/22,HFMD,10,25,34
2015/8/23,HFMD,18,24,34
2015/8/24,HFMD,8,23,34
2015/8/25,HFMD,5,23,29
2015/8/26,HFMD,7,23,31
2015/8/27,HFMD,6,22,27
2015/8/28,HFMD,10,24,30
2015/8/29,HFMD,13,24,31
2015/8/30,HFMD,8,24,33
2015/8/31,HFMD,8,25,33
2015/9/1,HFMD,12,25,32
2015/9/2,HFMD,5,25,35
2015/9/3,HFMD,22,25,32
2015/9/4,HFMD,9,24,31
2015/9/5,HFMD,18,24,27
2015/9/6,HFMD,17,24,31
2015/9/7,HFMD,15,24,32
2015/9/8,HFMD,11,25,32
2015/9/9,HFMD,17,26,31
2015/9/10,HFMD,15,22,30
2015/9/11,HFMD,14,20,23
2015/9/12,HFMD,21,19,24
2015/9/13,HFMD,27,21,25
2015/9/14,HFMD,27,22,26
2015/9/15,HFMD,37,23,29
2015/9/16,HFMD,28,22,26
2015/9/17,HFMD,8,19,22
2015/9/18,HFMD,14,20,21
2015/9/19,HFMD,16,18,21
2015/9/20,HFMD,28,21,26
2015/9/21,HFMD,30,21,26
2015/9/22,HFMD,20,19,23
2015/9/23,HFMD,22,19,27
2015/9/24,HFMD,27,19,23
2015/9/25,HFMD,21,20,23
2015/9/26,HFMD,26,20,24
2015/9/27,HFMD,22,21,24
2015/9/28,HFMD,38,20,22
2015/9/29,HFMD,40,20,25
2015/9/30,HFMD,33,18,25
2015/10/1,HFMD,42,17,21
2015/10/2,HFMD,30,18,25
2015/10/3,HFMD,54,18,21
2015/10/4,HFMD,46,17,21
2015/10/5,HFMD,59,18,22
2015/10/6,HFMD,48,19,23
2015/10/7,HFMD,47,19,25
2015/10/8,HFMD,53,18,24
2015/10/9,HFMD,41,19,24
2015/10/10,HFMD,40,16,26
2015/10/11,HFMD,38,17,27
2015/10/12,HFMD,37,20,27
2015/10/13,HFMD,45,18,27
2015/10/14,HFMD,48,17,28
2015/10/15,HFMD,43,18,28
2015/10/16,HFMD,44,19,29
2015/10/17,HFMD,46,19,24
2015/10/18,HFMD,48,20,24
2015/10/19,HFMD,56,18,24
2015/10/20,HFMD,59,19,26
2015/10/21,HFMD,33,20,29
2015/10/22,HFMD,53,19,28
2015/10/23,HFMD,51,19,24
2015/10/24,HFMD,53,20,23
2015/10/25,HFMD,59,18,23
2015/10/26,HFMD,66,15,20
2015/10/27,HFMD,55,16,21
2015/10/28,HFMD,55,16,19
2015/10/29,HFMD,66,15,19
2015/10/30,HFMD,57,15,18
2015/10/31,HFMD,54,14,19
2015/11/1,HFMD,58,12,19
2015/11/2,HFMD,78,16,21
2015/11/3,HFMD,65,16,20
2015/11/4,HFMD,56,16,19
2015/11/5,HFMD,69,15,17
2015/11/6,HFMD,60,15,19
2015/11/7,HFMD,49,16,21
2015/11/8,HFMD,67,14,20
2015/11/9,HFMD,83,16,21
2015/11/10,HFMD,79,16,18
2015/11/11,HFMD,64,14,17
2015/11/12,HFMD,66,13,17
2015/11/13,HFMD,68,14,20
2015/11/14,HFMD,66,16,20
2015/11/15,HFMD,57,14,17
2015/11/16,HFMD,89,15,19
2015/11/17,HFMD,81,16,18
2015/11/18,HFMD,72,15,17
2015/11/19,HFMD,63,15,18
2015/11/20,HFMD,64,15,20
2015/11/21,HFMD,71,16,21
2015/11/22,HFMD,71,17,21
2015/11/23,HFMD,97,13,18
2015/11/24,HFMD,64,12,20
2015/11/25,HFMD,89,11,16
2015/11/26,HFMD,79,11,15
2015/11/27,HFMD,76,11,14
2015/11/28,HFMD,70,10,14
2015/11/29,HFMD,95,10,16
2015/11/30,HFMD,94,11,15
2015/12/1,HFMD,76,12,14
2015/12/2,HFMD,65,11,15
2015/12/3,HFMD,66,10,15
2015/12/4,HFMD,61,9,13
2015/12/5,HFMD,64,8,14
2015/12/6,HFMD,46,8,14
2015/12/7,HFMD,70,9,16
2015/12/8,HFMD,81,11,15
2015/12/9,HFMD,89,11,15
2015/12/10,HFMD,70,11,16
2015/12/11,HFMD,53,12,14
2015/12/12,HFMD,34,9,13
2015/12/13,HFMD,62,9,12
2015/12/14,HFMD,56,6,10
2015/12/15,HFMD,52,5,9
2015/12/16,HFMD,66,5,11
2015/12/17,HFMD,50,6,12
2015/12/18,HFMD,37,6,10
2015/12/19,HFMD,36,6,8
2015/12/20,HFMD,36,6,10
2015/12/21,HFMD,49,7,10
2015/12/22,HFMD,41,6,11
2015/12/23,HFMD,43,7,11
2015/12/24,HFMD,41,8,10
2015/12/25,HFMD,33,7,11
2015/12/26,HFMD,41,5,12
2015/12/27,HFMD,40,7,14
2015/12/28,HFMD,48,7,11
2015/12/29,HFMD,36,8,10
2015/12/30,HFMD,46,8,11
2015/12/31,HFMD,36,8,13
2016/1/1,HFMD,29,9,13
2016/1/2,HFMD,37,8,14
2016/1/3,HFMD,23,9,13
2016/1/4,HFMD,38,8,14
2016/1/5,HFMD,38,9,16
2016/1/6,HFMD,36,9,12
2016/1/7,HFMD,17,8,12
2016/1/8,HFMD,25,8,10
2016/1/9,HFMD,28,8,10
2016/1/10,HFMD,23,7,11
2016/1/11,HFMD,25,9,13
2016/1/12,HFMD,30,8,11
2016/1/13,HFMD,26,9,10
2016/1/14,HFMD,28,7,10
2016/1/15,HFMD,23,8,12
2016/1/16,HFMD,19,7,11
2016/1/17,HFMD,39,7,14
2016/1/18,HFMD,33,8,12
2016/1/19,HFMD,18,8,11
2016/1/20,HFMD,21,6,9
2016/1/21,HFMD,17,4,8
2016/1/22,HFMD,22,1,7
2016/1/23,HFMD,16,-1,2
2016/1/24,HFMD,21,-1,6
2016/1/25,HFMD,15,2,8
2016/1/26,HFMD,17,4,8
2016/1/27,HFMD,15,5,7
2016/1/28,HFMD,12,4,9
2016/1/29,HFMD,17,5,10
2016/1/30,HFMD,14,6,12
2016/1/31,HFMD,14,5,8
2016/2/1,HFMD,10,5,8
2016/2/2,HFMD,11,6,8
2016/2/3,HFMD,10,6,11
2016/2/4,HFMD,13,6,10
2016/2/5,HFMD,6,6,11
2016/2/6,HFMD,7,5,13
2016/2/7,HFMD,5,7,16
2016/2/8,HFMD,1,9,16
2016/2/9,HFMD,9,10,16
2016/2/10,HFMD,9,10,15
2016/2/11,HFMD,5,11,16
2016/2/12,HFMD,10,9,16
2016/2/13,HFMD,3,5,14
2016/2/14,HFMD,5,4,7
2016/2/15,HFMD,9,5,7
2016/2/16,HFMD,9,5,9
2016/2/17,HFMD,20,5,11
2016/2/18,HFMD,9,7,14
2016/2/19,HFMD,16,9,14
2016/2/20,HFMD,12,9,14
2016/2/21,HFMD,11,8,12
2016/2/22,HFMD,8,8,11
2016/2/23,HFMD,8,8,12
2016/2/24,HFMD,9,8,13
2016/2/25,HFMD,10,8,14
2016/2/26,HFMD,8,7,17
2016/2/27,HFMD,7,9,21
2016/2/28,HFMD,7,11,21
2016/2/29,HFMD,4,11,23
2016/3/1,HFMD,3,13,23
2016/3/2,HFMD,8,14,22
2016/3/3,HFMD,3,13,22
2016/3/4,HFMD,6,14,23
2016/3/5,HFMD,7,14,22
2016/3/6,HFMD,10,17,25
2016/3/7,HFMD,16,17,23
2016/3/8,HFMD,10,11,21
2016/3/9,HFMD,12,9,14
2016/3/10,HFMD,10,7,12
2016/3/11,HFMD,10,9,15
2016/3/12,HFMD,14,12,16
2016/3/13,HFMD,18,11,15
2016/3/14,HFMD,20,12,16
2016/3/15,HFMD,20,14,16
2016/3/16,HFMD,15,14,20
2016/3/17,HFMD,16,13,20
2016/3/18,HFMD,16,15,23
2016/3/19,HFMD,20,16,24
2016/3/20,HFMD,13,15,21
2016/3/21,HFMD,13,15,18
2016/3/22,HFMD,18,14,18
2016/3/23,HFMD,18,12,14
2016/3/24,HFMD,13,10,15
2016/3/25,HFMD,27,11,20
2016/3/26,HFMD,20,11,21
2016/3/27,HFMD,24,12,23
2016/3/28,HFMD,29,14,19
2016/3/29,HFMD,12,14,19
2016/3/30,HFMD,30,12,19
2016/3/31,HFMD,16,14,22
2016/4/1,HFMD,25,17,24
2016/4/2,HFMD,22,18,24
2016/4/3,HFMD,27,17,26
2016/4/4,HFMD,24,19,29
2016/4/5,HFMD,47,18,23
2016/4/6,HFMD,22,16,20
2016/4/7,HFMD,38,18,25
2016/4/8,HFMD,34,17,21
2016/4/9,HFMD,35,16,22
2016/4/10,HFMD,38,17,24
2016/4/11,HFMD,61,18,27
2016/4/12,HFMD,43,17,25
2016/4/13,HFMD,36,19,25
2016/4/14,HFMD,56,18,22
2016/4/15,HFMD,55,16,22
2016/4/16,HFMD,40,15,27
2016/4/17,HFMD,49,14,23
2016/4/18,HFMD,59,14,26
2016/4/19,HFMD,77,18,25
2016/4/20,HFMD,62,15,23
2016/4/21,HFMD,60,16,21
2016/4/22,HFMD,53,16,20
2016/4/23,HFMD,65,17,23
2016/4/24,HFMD,51,16,21
2016/4/25,HFMD,74,16,22
2016/4/26,HFMD,57,16,24
2016/4/27,HFMD,71,19,26
2016/4/28,HFMD,54,20,26
2016/4/29,HFMD,55,20,25
2016/4/30,HFMD,56,19,26
2016/5/1,HFMD,66,20,28
2016/5/2,HFMD,62,20,28
2016/5/3,HFMD,76,21,31
2016/5/4,HFMD,101,23,33
2016/5/5,HFMD,95,24,33
2016/5/6,HFMD,63,22,33
2016/5/7,HFMD,81,18,22
2016/5/8,HFMD,79,17,22
2016/5/9,HFMD,94,16,24
2016/5/10,HFMD,95,20,31
2016/5/11,HFMD,139,23,35
2016/5/12,HFMD,107,20,32
2016/5/13,HFMD,70,19,26
2016/5/14,HFMD,54,15,21
2016/5/15,HFMD,75,16,24
2016/5/16,HFMD,80,18,28
2016/5/17,HFMD,70,20,28
2016/5/18,HFMD,79,20,27
2016/5/19,HFMD,51,18,24
2016/5/20,HFMD,60,19,27
2016/5/21,HFMD,45,20,27
2016/5/22,HFMD,57,19,24
2016/5/23,HFMD,60,18,24
2016/5/24,HFMD,45,21,30
2016/5/25,HFMD,74,18,27
2016/5/26,HFMD,52,16,19
2016/5/27,HFMD,49,17,19
2016/5/28,HFMD,41,18,22
2016/5/29,HFMD,54,20,27
2016/5/30,HFMD,59,23,29
2016/5/31,HFMD,60,24,31
2016/6/1,HFMD,56,22,30
2016/6/2,HFMD,81,20,25
2016/6/3,HFMD,65,22,30
2016/6/4,HFMD,67,23,34
2016/6/5,HFMD,69,23,34
2016/6/6,HFMD,85,24,35
2016/6/7,HFMD,82,23,29
2016/6/8,HFMD,65,23,34
2016/6/9,HFMD,54,22,29
2016/6/10,HFMD,61,20,25
2016/6/11,HFMD,64,21,25
2016/6/12,HFMD,83,21,31
2016/6/13,HFMD,86,24,35
2016/6/14,HFMD,73,23,32
2016/6/15,HFMD,59,20,26
2016/6/16,HFMD,61,23,33
2016/6/17,HFMD,87,25,36
2016/6/18,HFMD,66,25,35
2016/6/19,HFMD,83,23,29
2016/6/20,HFMD,109,25,33
2016/6/21,HFMD,101,26,35
2016/6/22,HFMD,73,27,34
2016/6/23,HFMD,62,24,35
2016/6/24,HFMD,65,21,27
2016/6/25,HFMD,71,21,27
2016/6/26,HFMD,79,21,23
2016/6/27,HFMD,85,22,22
2016/6/28,HFMD,104,22,26
2016/6/29,HFMD,92,23,33
2016/6/30,HFMD,70,22,26
2016/7/1,HFMD,71,24,31
2016/7/2,HFMD,89,25,32
2016/7/3,HFMD,70,25,32
2016/7/4,HFMD,83,25,33
2016/7/5,HFMD,69,26,35
2016/7/6,HFMD,106,27,32
2016/7/7,HFMD,95,27,36
2016/7/8,HFMD,82,28,37
2016/7/9,HFMD,81,29,38
2016/7/10,HFMD,96,28,36
2016/7/11,HFMD,80,29,37
2016/7/12,HFMD,91,29,37
2016/7/13,HFMD,85,26,35
2016/7/14,HFMD,75,23,28
2016/7/15,HFMD,74,23,31
2016/7/16,HFMD,69,26,35
2016/7/17,HFMD,110,27,35
2016/7/18,HFMD,79,26,32
2016/7/19,HFMD,70,25,30
2016/7/20,HFMD,77,27,36
2016/7/21,HFMD,67,28,38
2016/7/22,HFMD,70,29,38
2016/7/23,HFMD,83,29,37
2016/7/24,HFMD,95,28,39
2016/7/25,HFMD,83,29,39
2016/7/26,HFMD,79,29,39
2016/7/27,HFMD,60,26,36
2016/7/28,HFMD,60,26,34
2016/7/29,HFMD,50,26,36
2016/7/30,HFMD,45,28,37
2016/7/31,HFMD,68,28,36
2016/8/1,HFMD,59,26,37
2016/8/2,HFMD,60,26,35
2016/8/3,HFMD,43,26,34
2016/8/4,HFMD,50,26,33
2016/8/5,HFMD,42,26,32
2016/8/6,HFMD,51,25,33
2016/8/7,HFMD,54,25,33
2016/8/8,HFMD,55,26,34
2016/8/9,HFMD,49,26,33
2016/8/10,HFMD,56,27,35
2016/8/11,HFMD,40,28,36
2016/8/12,HFMD,49,27,36
2016/8/13,HFMD,49,28,36
2016/8/14,HFMD,50,29,38
2016/8/15,HFMD,57,28,38
2016/8/16,HFMD,52,29,38
2016/8/17,HFMD,59,29,39
2016/8/18,HFMD,47,29,39
2016/8/19,HFMD,54,30,40
2016/8/20,HFMD,61,30,39
2016/8/21,HFMD,42,30,39
2016/8/22,HFMD,45,30,38
2016/8/23,HFMD,43,30,39
2016/8/24,HFMD,56,30,40
2016/8/25,HFMD,38,26,40
2016/8/26,HFMD,35,25,32
2016/8/27,HFMD,38,23,30
2016/8/28,HFMD,35,23,29
2016/8/29,HFMD,34,22,28
2016/8/30,HFMD,31,22,22
2016/8/31,HFMD,39,21,24
2016/9/1,HFMD,39,21,30
2016/9/2,HFMD,33,24,32
2016/9/3,HFMD,37,26,32
2016/9/4,HFMD,19,22,26
2016/9/5,HFMD,33,21,25
2016/9/6,HFMD,26,21,24
2016/9/7,HFMD,29,20,27
2016/9/8,HFMD,35,20,23
2016/9/9,HFMD,41,20,23
2016/9/10,HFMD,46,20,29
2016/9/11,HFMD,40,22,32
2016/9/12,HFMD,55,23,33
2016/9/13,HFMD,65,24,33
2016/9/14,HFMD,63,22,29
2016/9/15,HFMD,64,20,25
2016/9/16,HFMD,52,22,30
2016/9/17,HFMD,71,22,30
2016/9/18,HFMD,76,21,29
2016/9/19,HFMD,80,20,24
2016/9/20,HFMD,78,19,24
2016/9/21,HFMD,80,20,26
2016/9/22,HFMD,76,21,28
2016/9/23,HFMD,102,20,27
2016/9/24,HFMD,86,20,23
2016/9/25,HFMD,96,20,25
2016/9/26,HFMD,115,20,25
2016/9/27,HFMD,106,20,24
2016/9/28,HFMD,127,20,26
2016/9/29,HFMD,120,20,26
2016/9/30,HFMD,125,22,28
2016/10/1,HFMD,157,22,29
2016/10/2,HFMD,158,22,33
2016/10/3,HFMD,155,23,34
2016/10/4,HFMD,189,21,33
2016/10/5,HFMD,186,20,30
2016/10/6,HFMD,192,20,30
2016/10/7,HFMD,173,19,25
2016/10/8,HFMD,146,18,23
2016/10/9,HFMD,145,17,20
2016/10/10,HFMD,106,15,18
2016/10/11,HFMD,106,16,18
2016/10/12,HFMD,91,16,18
2016/10/13,HFMD,100,17,18
2016/10/14,HFMD,104,17,20
2016/10/15,HFMD,92,17,19
2016/10/16,HFMD,122,18,21
2016/10/17,HFMD,122,19,23
2016/10/18,HFMD,134,18,25
2016/10/19,HFMD,144,20,27
2016/10/20,HFMD,126,22,26
2016/10/21,HFMD,131,20,27
2016/10/22,HFMD,159,21,27
2016/10/23,HFMD,171,20,25
2016/10/24,HFMD,192,20,22
2016/10/25,HFMD,177,19,24
2016/10/26,HFMD,182,18,22
2016/10/27,HFMD,164,12,20
2016/10/28,HFMD,147,10,15
2016/10/29,HFMD,149,12,15
2016/10/30,HFMD,149,14,18
2016/10/31,HFMD,196,12,15
2016/11/1,HFMD,164,14,18
2016/11/2,HFMD,159,14,19
2016/11/3,HFMD,128,15,19
2016/11/4,HFMD,118,14,22
2016/11/5,HFMD,108,16,20
2016/11/6,HFMD,129,,
2016/11/7,HFMD,131,11,16
2016/11/8,HFMD,105,10,11
2016/11/9,HFMD,105,10,13
2016/11/10,HFMD,105,10,17
2016/11/11,HFMD,141,10,19
2016/11/12,HFMD,101,14,17
2016/11/13,HFMD,103,14,16
2016/11/14,HFMD,112,15,17
2016/11/15,HFMD,102,14,19
2016/11/16,HFMD,118,16,20
2016/11/17,HFMD,110,16,20
2016/11/18,HFMD,78,16,21
2016/11/19,HFMD,72,15,20
2016/11/20,HFMD,97,16,20
2016/11/21,HFMD,106,15,21
2016/11/22,HFMD,130,7,16
2016/11/23,HFMD,97,8,10
2016/11/24,HFMD,98,8,11
2016/11/25,HFMD,100,9,11
2016/11/26,HFMD,134,7,14
2016/11/27,HFMD,101,8,15
2016/11/28,HFMD,106,10,14
2016/11/29,HFMD,81,10,13
2016/11/30,HFMD,86,9,15
2016/12/1,HFMD,73,8,15
2016/12/2,HFMD,68,11,13
2016/12/3,HFMD,68,8,12
2016/12/4,HFMD,64,8,15
2016/12/5,HFMD,70,7,15
2016/12/6,HFMD,62,8,16
2016/12/7,HFMD,66,10,15
2016/12/8,HFMD,46,9,18
2016/12/9,HFMD,46,13,17
2016/12/10,HFMD,51,12,14
2016/12/11,HFMD,38,12,15
2016/12/12,HFMD,55,11,14
2016/12/13,HFMD,53,11,14
2016/12/14,HFMD,52,10,13
2016/12/15,HFMD,45,9,12
2016/12/16,HFMD,53,8,14
2016/12/17,HFMD,39,9,14
2016/12/18,HFMD,30,10,14
2016/12/19,HFMD,40,10,14
2016/12/20,HFMD,57,10,12
2016/12/21,HFMD,30,8,12
2016/12/22,HFMD,43,8,14
2016/12/23,HFMD,29,9,12
2016/12/24,HFMD,25,10,12
2016/12/25,HFMD,36,7,11
2016/12/26,HFMD,40,7,10
2016/12/27,HFMD,44,7,12
2016/12/28,HFMD,42,8,14
2016/12/29,HFMD,41,8,14
2016/12/30,HFMD,28,10,14
2016/12/31,HFMD,25,10,13
2017/1/1,HFMD,30,11,12
2017/1/2,HFMD,27,10,13
2017/1/3,HFMD,30,8,14
2017/1/4,HFMD,23,11,14
2017/1/5,HFMD,17,11,14
2017/1/6,HFMD,27,10,14
2017/1/7,HFMD,24,9,14
2017/1/8,HFMD,17,11,13
2017/1/9,HFMD,19,11,13
2017/1/10,HFMD,31,9,11
2017/1/11,HFMD,23,6,8
2017/1/12,HFMD,22,6,9
2017/1/13,HFMD,17,5,10
2017/1/14,HFMD,24,6,11
2017/1/15,HFMD,23,8,12
2017/1/16,HFMD,22,8,10
2017/1/17,HFMD,31,7,12
2017/1/18,HFMD,20,8,12
2017/1/19,HFMD,28,8,11
2017/1/20,HFMD,15,7,12
2017/1/21,HFMD,12,7,13
2017/1/22,HFMD,13,6,16
2017/1/23,HFMD,7,9,14
2017/1/24,HFMD,7,7,12
2017/1/25,HFMD,11,6,16
2017/1/26,HFMD,8,10,13
2017/1/27,HFMD,9,10,13
2017/1/28,HFMD,7,9,12
2017/1/29,HFMD,10,9,14
2017/1/30,HFMD,8,8,13
2017/1/31,HFMD,8,8,11
2017/2/1,HFMD,9,8,10
2017/2/2,HFMD,12,8,11
2017/2/3,HFMD,14,7,13
2017/2/4,HFMD,20,8,15
2017/2/5,HFMD,14,7,15
2017/2/6,HFMD,17,10,13
2017/2/7,HFMD,10,8,12
2017/2/8,HFMD,12,4,10
2017/2/9,HFMD,19,8,13
2017/2/10,HFMD,17,7,10
2017/2/11,HFMD,13,5,12
2017/2/12,HFMD,10,4,14
2017/2/13,HFMD,12,7,13
2017/2/14,HFMD,14,9,12
